Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Total_Amount,Discount_Amount,Final_Amount,Order_Year,Order_Month,Order_Month_Name,Order_Day,Order_Day_Name,Is_Weekend,Delivery_Days,High_Value_Order,Quantity_Category
ORD1139,2025-04-23,Amit,amit5@gmail.com,9371222104.0,Bengaluru,Karnataka,Bottle,Home,3.0,2599.0,0.0,Upi,Cancelled,,7797.0,0.0,7797.0,2025,4,April,23,Wednesday,False,,True,Medium
ORD1140,2025-05-05,Neha,neha87@gmail.com,9450353595.0,Lucknow,Up,Laptop,Electronics,1.0,4999.0,10.0,Netbanking,Cancelled,,4999.0,499.9,4499.1,2025,5,May,5,Monday,False,,False,Low
ORD1141,2025-05-12,Amit,amit95@gmail.com,9184871973.0,Pune,Maharashtra,Chair,Furniture,5.0,9999.0,0.0,Wallet,Cancelled,,49995.0,0.0,49995.0,2025,5,May,12,Monday,False,,True,High
ORD1142,2025-06-18,Vikas,vikas38@gmail.com,9879878656.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,1999.0,0.0,Card,Cancelled,,9995.0,0.0,9995.0,2025,6,June,18,Wednesday,False,,True,High
ORD1143,2025-04-16,Neha,neha16@gmail.com,9599207109.0,Bengaluru,Karnataka,Chair,Furniture,5.0,4999.0,0.0,Cod,Returned,,24995.0,0.0,24995.0,2025,4,April,16,Wednesday,False,,True,High
ORD1145,2025-04-27,Rahul,rahul70@gmail.com,9503257666.0,Mumbai,Maharashtra,Bottle,Home,1.0,1499.0,0.0,Cod,Pending,,1499.0,0.0,1499.0,2025,4,April,27,Sunday,True,,False,Low
ORD1147,2025-05-27,Priya,priya22@gmail.com,9477542989.0,Pune,Maharashtra,Bottle,Home,3.0,499.0,15.0,Netbanking,Returned,,1497.0,224.55,1272.45,2025,5,May,27,Tuesday,False,,False,Medium
ORD1148,2025-03-28,Rahul,rahul11@gmail.com,9859241823.0,Mumbai,Maharashtra,Watch,Fashion,1.0,999.0,20.0,Cod,Cancelled,,999.0,199.8,799.2,2025,3,March,28,Friday,False,,False,Low
ORD1149,2025-04-01,Priya,priya44@gmail.com,9690060173.0,Pune,Maharashtra,Shoes,Fashion,2.0,1999.0,0.0,Netbanking,Returned,,3998.0,0.0,3998.0,2025,4,April,1,Tuesday,False,,False,Low
ORD1150,2025-05-15,Rohit,rohit3@gmail.com,9783266736.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,2599.0,10.0,Upi,Cancelled,,12995.0,1299.5,11695.5,2025,5,May,15,Thursday,False,,True,High
ORD1151,2025-02-14,Amit,amit62@gmail.com,9779578645.0,Delhi,Delhi,Mouse,Electronics,1.0,2599.0,10.0,Wallet,Delivered,,2599.0,259.9,2339.1,2025,2,February,14,Friday,False,,False,Low
ORD1152,2025-06-18,Sneha,sneha20@gmail.com,9205144628.0,Jaipur,Rajasthan,Shoes,Fashion,2.0,4999.0,0.0,Wallet,Pending,,9998.0,0.0,9998.0,2025,6,June,18,Wednesday,False,,True,Low
ORD1154,2025-04-24,Priya,priya58@gmail.com,Unknown,Pune,Maharashtra,Shoes,Fashion,5.0,2599.0,0.0,Netbanking,Delivered,,12995.0,0.0,12995.0,2025,4,April,24,Thursday,False,,True,High
ORD1155,2025-04-07,Amit,amit98gmail.com,9597661845.0,Mumbai,Maharashtra,Watch,Fashion,1.0,1499.0,0.0,Cod,Delivered,,1499.0,0.0,1499.0,2025,4,April,7,Monday,False,,False,Low
ORD1156,2025-02-19,Neha,neha27@gmail.com,9482580040.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,4999.0,15.0,Wallet,Delivered,,14997.0,2249.55,12747.45,2025,2,February,19,Wednesday,False,,True,Medium
ORD1157,2025-02-11,Amit,amit67@gmail.com,9600093777.0,Delhi,Delhi,Laptop,Electronics,3.0,1999.0,0.0,Card,Cancelled,,5997.0,0.0,5997.0,2025,2,February,11,Tuesday,False,,True,Medium
ORD1158,2025-06-09,Rohit,rohit77@gmail.com,9893447040.0,Lucknow,Up,Chair,Furniture,2.0,9999.0,20.0,Wallet,Delivered,,19998.0,3999.6,15998.4,2025,6,June,9,Monday,False,,True,Low
ORD1159,2025-03-11,Neha,neha72@gmail.com,9719104422.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,2599.0,0.0,Wallet,Cancelled,,7797.0,0.0,7797.0,2025,3,March,11,Tuesday,False,,True,Medium
ORD1161,2025-06-30,Priya,priya55@gmail.com,9835595944.0,Mumbai,Maharashtra,Chair,Furniture,4.0,1499.0,20.0,Wallet,Delivered,2025-08-07,5996.0,1199.2,4796.8,2025,6,June,30,Monday,False,38.0,False,Medium
ORD1163,2025-02-12,Rahul,rahul56@gmail.com,9611164415.0,Delhi,Delhi,Shoes,Fashion,3.0,2599.0,0.0,Wallet,Delivered,,7797.0,0.0,7797.0,2025,2,February,12,Wednesday,False,,True,Medium
ORD1164,2025-04-03,Vikas,vikas56@gmail.com,9849315681.0,Lucknow,Up,Bottle,Home,5.0,2599.0,15.0,Cod,Delivered,2025-10-04,12995.0,1949.25,11045.75,2025,4,April,3,Thursday,False,184.0,True,High
ORD1165,2025-04-19,Neha,neha28@gmail.com,9235161022.0,Mumbai,Maharashtra,Laptop,Electronics,2.0,499.0,0.0,Upi,Pending,,998.0,0.0,998.0,2025,4,April,19,Saturday,True,,False,Low
ORD1166,2025-04-02,Neha,neha3@gmail.com,9921574268.0,Delhi,Delhi,Chair,Furniture,5.0,1499.0,20.0,Cod,Delivered,2025-04-04,7495.0,1499.0,5996.0,2025,4,April,2,Wednesday,False,2.0,True,High
ORD1167,2025-05-25,Sneha,sneha62@gmail.com,9501654641.0,Mumbai,Maharashtra,Mouse,Electronics,3.0,499.0,0.0,Netbanking,Delivered,,1497.0,0.0,1497.0,2025,5,May,25,Sunday,True,,False,Medium
ORD1168,2025-02-27,Vikas,vikas27@gmail.com,9983080625.0,Lucknow,Up,Watch,Fashion,1.0,2599.0,15.0,Netbanking,Returned,,2599.0,389.85,2209.15,2025,2,February,27,Thursday,False,,False,Low
ORD1169,2025-02-28,Rahul,rahul11@gmail.com,9846751763.0,Delhi,Delhi,Watch,Fashion,3.0,999.0,15.0,Cod,Cancelled,,2997.0,449.55,2547.45,2025,2,February,28,Friday,False,,False,Medium
ORD1170,2025-01-21,Neha,neha82@gmail.com,9558798402.0,Jaipur,Rajasthan,Shoes,Fashion,5.0,1499.0,0.0,Cod,Delivered,,7495.0,0.0,7495.0,2025,1,January,21,Tuesday,False,,True,High
ORD1172,2025-02-26,Neha,neha16@gmail.com,9521714786.0,Pune,Maharashtra,Mouse,Electronics,3.0,499.0,0.0,Wallet,Pending,,1497.0,0.0,1497.0,2025,2,February,26,Wednesday,False,,False,Medium
ORD1173,2025-04-26,Rahul,rahul89@gmail.com,9999073839.0,Bengaluru,Karnataka,Watch,Fashion,1.0,4999.0,15.0,Cod,Cancelled,,4999.0,749.85,4249.15,2025,4,April,26,Saturday,True,,False,Low
ORD1174,2025-02-15,Priya,priya60@gmail.com,9842003798.0,Bengaluru,Karnataka,Bottle,Home,3.0,1999.0,0.0,Cod,Delivered,,5997.0,0.0,5997.0,2025,2,February,15,Saturday,True,,True,Medium
ORD1175,2025-02-26,Rahul,rahul22@gmail.com,9423004673.0,Delhi,Delhi,Watch,Fashion,1.0,1499.0,5.0,Wallet,Returned,,1499.0,74.95,1424.05,2025,2,February,26,Wednesday,False,,False,Low
ORD1176,2025-06-03,Neha,neha19@gmail.com,Unknown,Mumbai,Maharashtra,Mouse,Electronics,3.0,4999.0,10.0,Wallet,Pending,,14997.0,1499.7,13497.3,2025,6,June,3,Tuesday,False,,True,Medium
ORD1177,2025-04-07,Priya,priya13@gmail.com,9461242197.0,Jaipur,Rajasthan,Shoes,Fashion,4.0,1999.0,20.0,Cod,Returned,,7996.0,1599.2,6396.8,2025,4,April,7,Monday,False,,True,Medium
ORD1178,2025-04-26,Rohit,rohit52@gmail.com,9667967484.0,Lucknow,Up,Watch,Fashion,3.0,999.0,10.0,Upi,Cancelled,,2997.0,299.7,2697.3,2025,4,April,26,Saturday,True,,False,Medium
ORD1179,2025-05-19,Amit,amit49@gmail.com,9617911882.0,Mumbai,Maharashtra,Watch,Fashion,4.0,4999.0,0.0,Card,Cancelled,,19996.0,0.0,19996.0,2025,5,May,19,Monday,False,,True,Medium
ORD1181,2025-03-19,Amit,amit5@gmail.com,9421136377.0,Delhi,Delhi,Laptop,Electronics,3.0,1499.0,15.0,Cod,Cancelled,,4497.0,674.55,3822.45,2025,3,March,19,Wednesday,False,,False,Medium
ORD1182,2025-06-25,Rahul,rahul46@gmail.com,9993898089.0,Bengaluru,Karnataka,Bottle,Home,5.0,499.0,20.0,Netbanking,Returned,,2495.0,499.0,1996.0,2025,6,June,25,Wednesday,False,,False,High
ORD1183,2025-04-12,Amit,amit77@gmail.com,9241602288.0,Delhi,Delhi,Bottle,Home,4.0,9999.0,20.0,Netbanking,Cancelled,,39996.0,7999.2,31996.8,2025,4,April,12,Saturday,True,,True,Medium
ORD1184,2025-06-30,Priya,priya37@gmail.com,9830144426.0,Jaipur,Rajasthan,Chair,Furniture,3.0,4999.0,20.0,Card,Pending,,14997.0,2999.4,11997.6,2025,6,June,30,Monday,False,,True,Medium
ORD1185,2025-02-14,Rahul,rahul56@gmail.com,9870048875.0,Delhi,Delhi,Watch,Fashion,1.0,999.0,0.0,Netbanking,Cancelled,,999.0,0.0,999.0,2025,2,February,14,Friday,False,,False,Low
ORD1186,2025-03-31,Vikas,vikas44gmail.com,9462113296.0,Mumbai,Maharashtra,Chair,Furniture,3.0,499.0,10.0,Card,Pending,,1497.0,149.7,1347.3,2025,3,March,31,Monday,False,,False,Medium
ORD1187,2025-06-06,Rahul,rahul91@gmail.com,9299209389.0,Delhi,Delhi,Mouse,Electronics,5.0,2599.0,0.0,Card,Returned,,12995.0,0.0,12995.0,2025,6,June,6,Friday,False,,True,High
ORD1188,2025-02-18,Rohit,rohit68@gmail.com,9134839694.0,Mumbai,Maharashtra,Mouse,Electronics,3.0,2599.0,15.0,Cod,Cancelled,,7797.0,1169.55,6627.45,2025,2,February,18,Tuesday,False,,True,Medium
ORD1190,2025-06-27,Rohit,rohit72@gmail.com,9828064790.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,1499.0,0.0,Netbanking,Delivered,,4497.0,0.0,4497.0,2025,6,June,27,Friday,False,,False,Medium
ORD1191,2025-05-10,Sneha,sneha85@gmail.com,9260651088.0,Bengaluru,Karnataka,Bottle,Home,3.0,1999.0,20.0,Wallet,Delivered,,5997.0,1199.4,4797.6,2025,5,May,10,Saturday,True,,False,Medium
ORD1192,2025-04-10,Sneha,sneha47@gmail.com,9346739926.0,Lucknow,Up,Chair,Furniture,2.0,1499.0,0.0,Upi,Returned,,2998.0,0.0,2998.0,2025,4,April,10,Thursday,False,,False,Low
ORD1193,2025-02-24,Rahul,rahul83@gmail.com,9914184322.0,Pune,Maharashtra,Bottle,Home,3.0,499.0,0.0,Wallet,Returned,,1497.0,0.0,1497.0,2025,2,February,24,Monday,False,,False,Medium
ORD1194,2025-05-17,Neha,neha48@gmail.com,9251581328.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,1499.0,0.0,Card,Delivered,,7495.0,0.0,7495.0,2025,5,May,17,Saturday,True,,True,High
ORD1195,2025-06-26,Rahul,rahul97@gmail.com,9670476961.0,Pune,Maharashtra,Shoes,Fashion,2.0,9999.0,20.0,Cod,Delivered,,19998.0,3999.6,15998.4,2025,6,June,26,Thursday,False,,True,Low
ORD1196,2025-05-19,Rohit,rohit36@gmail.com,9343829003.0,Lucknow,Up,Laptop,Electronics,4.0,9999.0,20.0,Cod,Delivered,,39996.0,7999.2,31996.8,2025,5,May,19,Monday,False,,True,Medium
ORD1197,2025-03-31,Rahul,rahul76@gmail.com,9977813525.0,Mumbai,Maharashtra,Watch,Fashion,5.0,499.0,0.0,Cod,Delivered,2025-07-04,2495.0,0.0,2495.0,2025,3,March,31,Monday,False,95.0,False,High
ORD1199,2025-03-16,Priya,priya25@gmail.com,9827915503.0,Mumbai,Maharashtra,Chair,Furniture,3.0,499.0,0.0,Netbanking,Returned,,1497.0,0.0,1497.0,2025,3,March,16,Sunday,True,,False,Medium
ORD1201,2025-01-24,Rohit,rohit31@gmail.com,9117012775.0,Bengaluru,Karnataka,Shoes,Fashion,2.0,1999.0,0.0,Upi,Delivered,,3998.0,0.0,3998.0,2025,1,January,24,Friday,False,,False,Low
ORD1202,2025-05-16,Rohit,rohit29@gmail.com,9297341581.0,Bengaluru,Karnataka,Chair,Furniture,5.0,9999.0,0.0,Wallet,Delivered,,49995.0,0.0,49995.0,2025,5,May,16,Friday,False,,True,High
ORD1203,2025-04-29,Vikas,vikas36@gmail.com,9900923665.0,Bengaluru,Karnataka,Bottle,Home,4.0,2599.0,20.0,Upi,Cancelled,,10396.0,2079.2,8316.8,2025,4,April,29,Tuesday,False,,True,Medium
ORD1204,2025-04-27,Amit,amit28@gmail.com,9221581146.0,Lucknow,Up,Chair,Furniture,2.0,2599.0,0.0,Netbanking,Pending,,5198.0,0.0,5198.0,2025,4,April,27,Sunday,True,,True,Low
ORD1205,2025-05-01,Sneha,sneha50@gmail.com,9244857483.0,Pune,Maharashtra,Watch,Fashion,3.0,9999.0,0.0,Cod,Delivered,,29997.0,0.0,29997.0,2025,5,May,1,Thursday,False,,True,Medium
ORD1206,2025-03-17,Vikas,vikas95@gmail.com,9428593006.0,Bengaluru,Karnataka,Chair,Furniture,2.0,9999.0,0.0,Upi,Cancelled,,19998.0,0.0,19998.0,2025,3,March,17,Monday,False,,True,Low
ORD1208,2025-02-19,Sneha,sneha2@gmail.com,9448697337.0,Delhi,Delhi,Chair,Furniture,3.0,1499.0,0.0,Upi,Pending,,4497.0,0.0,4497.0,2025,2,February,19,Wednesday,False,,False,Medium
ORD1209,2025-04-06,Sneha,sneha58@gmail.com,9630635911.0,Pune,Maharashtra,Mouse,Electronics,3.0,1999.0,0.0,Cod,Pending,,5997.0,0.0,5997.0,2025,4,April,6,Sunday,True,,True,Medium
ORD1210,2025-03-30,Amit,amit72@gmail.com,9629685031.0,Mumbai,Maharashtra,Laptop,Electronics,3.0,1999.0,0.0,Cod,Returned,,5997.0,0.0,5997.0,2025,3,March,30,Sunday,True,,True,Medium
ORD1211,2025-02-25,Rahul,rahul53@gmail.com,9264832711.0,Bengaluru,Karnataka,Chair,Furniture,3.0,1499.0,0.0,Cod,Returned,,4497.0,0.0,4497.0,2025,2,February,25,Tuesday,False,,False,Medium
ORD1212,2025-01-14,Rohit,rohit67@gmail.com,9919764359.0,Pune,Maharashtra,Laptop,Electronics,5.0,1999.0,20.0,Netbanking,Delivered,,9995.0,1999.0,7996.0,2025,1,January,14,Tuesday,False,,True,High
ORD1213,2025-03-24,Vikas,vikas32@gmail.com,9725923904.0,Mumbai,Maharashtra,Mouse,Electronics,5.0,1499.0,0.0,Upi,Cancelled,,7495.0,0.0,7495.0,2025,3,March,24,Monday,False,,True,High
ORD1214,2025-01-22,Neha,neha23@gmail.com,9763321213.0,Lucknow,Up,Shoes,Fashion,5.0,1999.0,0.0,Netbanking,Pending,,9995.0,0.0,9995.0,2025,1,January,22,Wednesday,False,,True,High
ORD1215,2025-04-11,Vikas,vikas57@gmail.com,9116763158.0,Jaipur,Rajasthan,Mouse,Electronics,5.0,9999.0,0.0,Wallet,Returned,,49995.0,0.0,49995.0,2025,4,April,11,Friday,False,,True,High
ORD1217,2025-04-25,Neha,neha6gmail.com,9913448662.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,9999.0,10.0,Card,Returned,,49995.0,4999.5,44995.5,2025,4,April,25,Friday,False,,True,High
ORD1218,2025-05-21,Amit,amit29@gmail.com,9171906382.0,Lucknow,Up,Bottle,Home,2.0,1499.0,20.0,Upi,Returned,,2998.0,599.6,2398.4,2025,5,May,21,Wednesday,False,,False,Low
ORD1220,2025-04-04,Rohit,rohit96@gmail.com,Unknown,Bengaluru,Karnataka,Watch,Fashion,1.0,9999.0,10.0,Cod,Returned,,9999.0,999.9,8999.1,2025,4,April,4,Friday,False,,True,Low
ORD1221,2025-02-02,Vikas,vikas94@gmail.com,9250810488.0,Lucknow,Up,Bottle,Home,5.0,999.0,15.0,Netbanking,Returned,,4995.0,749.25,4245.75,2025,2,February,2,Sunday,True,,False,High
ORD1222,2025-05-27,Sneha,sneha39@gmail.com,9835766723.0,Lucknow,Up,Watch,Fashion,3.0,4999.0,15.0,Wallet,Returned,,14997.0,2249.55,12747.45,2025,5,May,27,Tuesday,False,,True,Medium
ORD1223,2025-05-01,Vikas,vikas81@gmail.com,9706847038.0,Pune,Maharashtra,Watch,Fashion,5.0,4999.0,10.0,Cod,Cancelled,,24995.0,2499.5,22495.5,2025,5,May,1,Thursday,False,,True,High
ORD1224,2025-03-15,Rahul,rahul61@gmail.com,9378954231.0,Mumbai,Maharashtra,Mouse,Electronics,2.0,4999.0,0.0,Cod,Returned,,9998.0,0.0,9998.0,2025,3,March,15,Saturday,True,,True,Low
ORD1226,2025-01-16,Rohit,rohit61@gmail.com,9334158867.0,Mumbai,Maharashtra,Watch,Fashion,5.0,499.0,20.0,Upi,Cancelled,,2495.0,499.0,1996.0,2025,1,January,16,Thursday,False,,False,High
ORD1227,2025-01-15,Rohit,rohit73@gmail.com,9753446036.0,Lucknow,Up,Bottle,Home,2.0,499.0,10.0,Netbanking,Returned,,998.0,99.8,898.2,2025,1,January,15,Wednesday,False,,False,Low
ORD1228,2025-03-06,Priya,priya72@gmail.com,9286654600.0,Bengaluru,Karnataka,Shoes,Fashion,2.0,499.0,15.0,Wallet,Pending,,998.0,149.7,848.3,2025,3,March,6,Thursday,False,,False,Low
ORD1229,2025-06-06,Rohit,rohit55@gmail.com,9202480572.0,Jaipur,Rajasthan,Bottle,Home,5.0,499.0,10.0,Wallet,Returned,,2495.0,249.5,2245.5,2025,6,June,6,Friday,False,,False,High
ORD1230,2025-01-23,Priya,priya62@gmail.com,9703144165.0,Delhi,Delhi,Shoes,Fashion,3.0,4999.0,0.0,Netbanking,Delivered,2025-02-02,14997.0,0.0,14997.0,2025,1,January,23,Thursday,False,10.0,True,Medium
ORD1231,2025-05-07,Neha,neha57@gmail.com,9311923454.0,Lucknow,Up,Bottle,Home,2.0,499.0,0.0,Upi,Delivered,2025-10-05,998.0,0.0,998.0,2025,5,May,7,Wednesday,False,151.0,False,Low
ORD1232,2025-01-02,Rohit,rohit3@gmail.com,9744822787.0,Pune,Maharashtra,Watch,Fashion,3.0,2599.0,10.0,Wallet,Delivered,2025-12-01,7797.0,779.7,7017.3,2025,1,January,2,Thursday,False,333.0,True,Medium
ORD1233,2025-04-23,Amit,amit78@gmail.com,9170597569.0,Delhi,Delhi,Bottle,Home,4.0,999.0,20.0,Netbanking,Pending,,3996.0,799.2,3196.8,2025,4,April,23,Wednesday,False,,False,Medium
ORD1235,2025-06-10,Rohit,rohit82@gmail.com,9786681008.0,Mumbai,Maharashtra,Laptop,Electronics,5.0,9999.0,0.0,Wallet,Returned,,49995.0,0.0,49995.0,2025,6,June,10,Tuesday,False,,True,High
ORD1236,2025-03-30,Sneha,sneha52@gmail.com,9467598211.0,Pune,Maharashtra,Shoes,Fashion,5.0,4999.0,20.0,Upi,Returned,,24995.0,4999.0,19996.0,2025,3,March,30,Sunday,True,,True,High
ORD1237,2025-02-08,Sneha,sneha64@gmail.com,9609840956.0,Delhi,Delhi,Mouse,Electronics,5.0,2599.0,10.0,Netbanking,Pending,,12995.0,1299.5,11695.5,2025,2,February,8,Saturday,True,,True,High
ORD1238,2025-02-13,Sneha,sneha20@gmail.com,9215923777.0,Jaipur,Rajasthan,Chair,Furniture,3.0,2599.0,20.0,Wallet,Returned,,7797.0,1559.4,6237.6,2025,2,February,13,Thursday,False,,True,Medium
ORD1239,2025-02-02,Amit,amit99@gmail.com,9298132383.0,Delhi,Delhi,Mouse,Electronics,4.0,4999.0,20.0,Cod,Delivered,2025-09-02,19996.0,3999.2,15996.8,2025,2,February,2,Sunday,True,212.0,True,Medium
ORD1241,2025-04-13,Rahul,rahul74@gmail.com,9266228954.0,Delhi,Delhi,Chair,Furniture,5.0,1499.0,0.0,Cod,Cancelled,,7495.0,0.0,7495.0,2025,4,April,13,Sunday,True,,True,High
ORD1242,2025-06-18,Priya,priya44@gmail.com,Unknown,Bengaluru,Karnataka,Chair,Furniture,4.0,9999.0,20.0,Netbanking,Returned,,39996.0,7999.2,31996.8,2025,6,June,18,Wednesday,False,,True,Medium
ORD1244,2025-01-19,Amit,amit54@gmail.com,9855809712.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,499.0,10.0,Card,Pending,,2495.0,249.5,2245.5,2025,1,January,19,Sunday,True,,False,High
ORD1245,2025-04-20,Rahul,rahul89@gmail.com,9549999839.0,Delhi,Delhi,Chair,Furniture,5.0,1499.0,10.0,Cod,Pending,,7495.0,749.5,6745.5,2025,4,April,20,Sunday,True,,True,High
ORD1246,2025-06-18,Sneha,sneha96@gmail.com,9947789147.0,Mumbai,Maharashtra,Watch,Fashion,4.0,1999.0,0.0,Upi,Returned,,7996.0,0.0,7996.0,2025,6,June,18,Wednesday,False,,True,Medium
ORD1247,2025-06-28,Amit,amit15@gmail.com,9343013197.0,Delhi,Delhi,Chair,Furniture,5.0,1999.0,5.0,Card,Delivered,,9995.0,499.75,9495.25,2025,6,June,28,Saturday,True,,True,High
ORD1248,2025-06-13,Priya,priya58gmail.com,9202774742.0,Bengaluru,Karnataka,Mouse,Electronics,3.0,4999.0,20.0,Card,Pending,,14997.0,2999.4,11997.6,2025,6,June,13,Friday,False,,True,Medium
ORD1249,2025-04-17,Vikas,vikas45@gmail.com,9491984023.0,Mumbai,Maharashtra,Mouse,Electronics,5.0,499.0,0.0,Cod,Cancelled,,2495.0,0.0,2495.0,2025,4,April,17,Thursday,False,,False,High
ORD1250,2025-03-18,Rohit,rohit92@gmail.com,9859832681.0,Mumbai,Maharashtra,Bottle,Home,3.0,2599.0,0.0,Card,Delivered,,7797.0,0.0,7797.0,2025,3,March,18,Tuesday,False,,True,Medium
ORD1251,2025-06-26,Neha,neha24@gmail.com,9849220357.0,Mumbai,Maharashtra,Watch,Fashion,3.0,1999.0,20.0,Wallet,Cancelled,,5997.0,1199.4,4797.6,2025,6,June,26,Thursday,False,,False,Medium
ORD1253,2025-03-27,Priya,priya3@gmail.com,9739892616.0,Pune,Maharashtra,Laptop,Electronics,5.0,1999.0,0.0,Netbanking,Cancelled,,9995.0,0.0,9995.0,2025,3,March,27,Thursday,False,,True,High
ORD1254,2025-01-01,Priya,priya99@gmail.com,9422425247.0,Jaipur,Rajasthan,Laptop,Electronics,3.0,9999.0,20.0,Upi,Delivered,2025-04-01,29997.0,5999.4,23997.6,2025,1,January,1,Wednesday,False,90.0,True,Medium
ORD1255,2025-05-27,Rahul,rahul55@gmail.com,9369161142.0,Mumbai,Maharashtra,Bottle,Home,3.0,9999.0,0.0,Card,Cancelled,,29997.0,0.0,29997.0,2025,5,May,27,Tuesday,False,,True,Medium
ORD1256,2025-01-02,Rahul,rahul71@gmail.com,9808851312.0,Mumbai,Maharashtra,Laptop,Electronics,2.0,499.0,15.0,Cod,Pending,,998.0,149.7,848.3,2025,1,January,2,Thursday,False,,False,Low
ORD1257,2025-06-23,Vikas,vikas26@gmail.com,9828811528.0,Mumbai,Maharashtra,Watch,Fashion,3.0,9999.0,15.0,Cod,Returned,,29997.0,4499.55,25497.45,2025,6,June,23,Monday,False,,True,Medium
ORD1258,2025-02-13,Neha,neha55@gmail.com,9196604908.0,Lucknow,Up,Shoes,Fashion,2.0,4999.0,15.0,Netbanking,Delivered,,9998.0,1499.7,8498.3,2025,2,February,13,Thursday,False,,True,Low
ORD1259,2025-03-21,Rahul,rahul55@gmail.com,9414758374.0,Delhi,Delhi,Mouse,Electronics,5.0,999.0,0.0,Wallet,Returned,,4995.0,0.0,4995.0,2025,3,March,21,Friday,False,,False,High
ORD1260,2025-02-20,Sneha,sneha41@gmail.com,9970915750.0,Delhi,Delhi,Bottle,Home,3.0,1499.0,0.0,Wallet,Returned,,4497.0,0.0,4497.0,2025,2,February,20,Thursday,False,,False,Medium
ORD1262,2025-06-29,Sneha,sneha24@gmail.com,9282445351.0,Pune,Maharashtra,Bottle,Home,5.0,499.0,10.0,Card,Returned,,2495.0,249.5,2245.5,2025,6,June,29,Sunday,True,,False,High
ORD1263,2025-05-23,Amit,amit89@gmail.com,9432372075.0,Mumbai,Maharashtra,Laptop,Electronics,3.0,1999.0,10.0,Wallet,Returned,,5997.0,599.7,5397.3,2025,5,May,23,Friday,False,,True,Medium
ORD1264,2025-04-23,Neha,neha77@gmail.com,Unknown,Jaipur,Rajasthan,Shoes,Fashion,3.0,1999.0,0.0,Wallet,Returned,,5997.0,0.0,5997.0,2025,4,April,23,Wednesday,False,,True,Medium
ORD1265,2025-06-26,Neha,neha42@gmail.com,9775830472.0,Lucknow,Up,Laptop,Electronics,3.0,1499.0,0.0,Card,Cancelled,,4497.0,0.0,4497.0,2025,6,June,26,Thursday,False,,False,Medium
ORD1266,2025-04-12,Sneha,sneha10@gmail.com,9408316749.0,Mumbai,Maharashtra,Shoes,Fashion,3.0,499.0,15.0,Cod,Delivered,,1497.0,224.55,1272.45,2025,4,April,12,Saturday,True,,False,Medium
ORD1267,2025-01-09,Neha,neha54@gmail.com,9588418445.0,Mumbai,Maharashtra,Mouse,Electronics,4.0,499.0,10.0,Wallet,Cancelled,,1996.0,199.6,1796.4,2025,1,January,9,Thursday,False,,False,Medium
ORD1268,2025-02-12,Neha,neha99@gmail.com,9434349945.0,Jaipur,Rajasthan,Watch,Fashion,3.0,9999.0,20.0,Upi,Pending,,29997.0,5999.4,23997.6,2025,2,February,12,Wednesday,False,,True,Medium
ORD1269,2025-03-07,Sneha,sneha66@gmail.com,9218301286.0,Lucknow,Up,Mouse,Electronics,3.0,999.0,0.0,Cod,Pending,,2997.0,0.0,2997.0,2025,3,March,7,Friday,False,,False,Medium
ORD1271,2025-06-12,Rohit,rohit72@gmail.com,9387139728.0,Pune,Maharashtra,Shoes,Fashion,5.0,2599.0,0.0,Upi,Returned,,12995.0,0.0,12995.0,2025,6,June,12,Thursday,False,,True,High
ORD1272,2025-04-16,Sneha,sneha56@gmail.com,9233370133.0,Delhi,Delhi,Shoes,Fashion,3.0,9999.0,15.0,Netbanking,Delivered,,29997.0,4499.55,25497.45,2025,4,April,16,Wednesday,False,,True,Medium
ORD1273,2025-05-19,Vikas,vikas29@gmail.com,9933581073.0,Bengaluru,Karnataka,Bottle,Home,5.0,999.0,15.0,Netbanking,Pending,,4995.0,749.25,4245.75,2025,5,May,19,Monday,False,,False,High
ORD1274,2025-05-01,Sneha,sneha21@gmail.com,9260884331.0,Pune,Maharashtra,Bottle,Home,3.0,1499.0,10.0,Upi,Returned,,4497.0,449.7,4047.3,2025,5,May,1,Thursday,False,,False,Medium
ORD1275,2025-03-15,Priya,priya71@gmail.com,9884785474.0,Pune,Maharashtra,Shoes,Fashion,1.0,1999.0,0.0,Cod,Returned,,1999.0,0.0,1999.0,2025,3,March,15,Saturday,True,,False,Low
ORD1276,2025-01-22,Rahul,rahul20@gmail.com,9738093025.0,Mumbai,Maharashtra,Shoes,Fashion,1.0,1999.0,5.0,Wallet,Cancelled,,1999.0,99.95,1899.05,2025,1,January,22,Wednesday,False,,False,Low
ORD1277,2025-03-21,Sneha,sneha4@gmail.com,9514685895.0,Bengaluru,Karnataka,Chair,Furniture,2.0,2599.0,15.0,Cod,Returned,,5198.0,779.7,4418.3,2025,3,March,21,Friday,False,,False,Low
